,organizations,label,score,link,summary
3881,"['Stateof', 'SEIU775', 'State', 'SEIU775', 'SEIU775', 'SEIU775']",NEGATIVE,-0.9914739727973938,CMS-2018-0090-1905," SEIU775 harassed me by mail and phone about who I was to vote for in elections, local and federal . They pressured me to give extra money for their political causes . I was never told I was not legally required to be a member and I was very relieved to opt out . I support Proposal Number CMS-2413-P ."
3882,['DepartmentofHealthandHumanServices'],NEGATIVE,-0.9816089868545532,CMS-2018-0090-193," The proposed rule is a blatant attack on working people, and an attempt to interfere with their freedom to join together in a union to bargain for wages, benefits and training . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage because of this proposed rule ."
3883,['DepartmentofHealthandHumanServices'],NEGATIVE,-0.9848735332489014,CMS-2018-0090-1933," Wayne Potter: Proposed rule is a blatant attack on working people . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage . Home care jobs that pay a decent wage and come with customary benefits like health insurance help reduce turnover ."
3884,['DepartmentofHealthandHumanServices'],NEGATIVE,-0.9761307835578918,CMS-2018-0090-1923," The proposed rule is a blatant attack on working people, says Clair Olivers . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage . Olivers: I support home care workers and their right to a collective voice ."
3885,"['DepartmentofHealthandHumanServices', 'W', 'nerrowanworks']",NEGATIVE,-0.9817402362823486,CMS-2018-0090-1998," Lawrence Wiesnerrowanworks@msn.com: Proposal # CMS-2413-P is a blatant attack on working people . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage ."
3886,"['DepartmentofHealthandHumanServices', 'VICKI']",NEGATIVE,-0.9829566478729248,CMS-2018-0090-1981," The proposed rule is a blatant attack on working people, and an attempt to interfere with their freedom to join together in a union to bargain for wages, benefits and training . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage because of this proposed rule ."
3887,"['DepartmentofHealthandHumanServices', 'ceMARIAC']",NEGATIVE,-0.9823765754699707,CMS-2018-0090-1999," The proposed rule is a blatant attack on working people, and an attempt to interfere with their freedom to join together in a union to bargain for wages, benefits and training . Anthony Koonce: It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage ."
3888,"['DepartmentofHealthandHumanServices', 'C']",NEGATIVE,-0.982280969619751,CMS-2018-0090-1961," The proposed rule is a blatant attack on working people, an attempt to interfere with their freedom to join together in a union to bargain for wages, benefits and training . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage ."
3889,['DepartmentofHealthandHumanServices'],NEGATIVE,-0.9806439280509949,CMS-2018-0090-2226," The proposed rule is a blatant attack on working people, writes Maggie Vaughnmvaughn . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage because of this proposed rule ."
3890,['DepartmentofHealthandHumanServices'],NEGATIVE,-0.9819053411483765,CMS-2018-0090-2233," The proposed rule is a blatant attack on working people, says Ernestine McCormicke . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage because of this proposed rule . The proposal would disallow longstanding practices adopted by many states for the benefit of home care workers ."
3891,"['E&M', 'CMS']",NEGATIVE,-0.9982746839523315,CMS-2018-0076-1161," The proposed changes to the E&M reimbursement will take affect Jan 2019 . Douglas D. Dedo, MD, says he is ""totally confused"" as to why these changes are being made in the first place . Dedo: ""Blended"" rate for 99212-99215 office visits is illogical and counter intuitive to years of CMS rules and regulations . Please do NOT pass, initiate or implement these blended office visits and reimburements ."
3894,"['DepartmentofHealthandHumanServices', 'L']",NEGATIVE,-0.9818638563156128,CMS-2018-0090-1886," Proposed rule is a blatant attack on working people, Paul Luth says . Luth: It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage . Home care jobs that pay a decent wage and come with customary benefits like health insurance help reduce turnover, and guarantee consistent quality services ."
3895,"['AssociatedRadiologist,Ltd', '&', 'aidServices', 'Health&HumanServices', 'C', 'CentersforMedicare&MedicaidServices', 'CMS', 'CMS', 'CMS']",POSITIVE,0.990366518497467,CMS-2018-0076-1139," Rebecca Rothrock, MD, writes to Seema Verma . She supports proposed change to add a new paragraph (b)(4) to state that tests performed by a Radiologist Assistant (RA) require only a direct level of physician supervision, when permitted by state law and state scope of practice regulations ."
3898,"['DepartmentofHealthandHumanServices', 'ICIAOW']",NEGATIVE,-0.9811720848083496,CMS-2018-0090-2247," The proposed rule is a blatant attack on working people, says author . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage . I support home care workers and their right to a collective voice, and I value the services they provide ."
3899,['DepartmentofHealthandHumanServices'],NEGATIVE,-0.98191237449646,CMS-2018-0090-2249," The proposed rule is a blatant attack on working people, says Clifford Kavanaugh . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage . Clifford Kavanaugh: I support home care workers and their right to a collective voice. I value the services they provide in my community ."
3900,"['DepartmentofHealthandHumanServices', 'C', 'CMS', 'HS', 'HS']",NEGATIVE,-0.9986695647239685,CMS-2018-0090-235," Proposed rule affects paychecks for services rendered, not Medicaid payments, unfairly limiting how workers spend their own pay . The last thing our nations most vulnerable populations need is an attack on our ability to come together to join a union . I support home care workers and their choice to be union members and strongly oppose proposal #CMS-2413-P."
3906,"['DepartmentofHealthandHumanServices', 'colaat']",NEGATIVE,-0.9809213280677795,CMS-2018-0090-2363," The proposed rule is a blatant attack on working people, Linda Atkins says . Atkins: It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage . She says it would disallow longstanding practices adopted by many states for the benefit of independent provider home care workers ."
3907,,NEGATIVE,-0.9992377161979675,CMS-2018-0090-236, Dues skimming robs the vulnerable who need the assistance and help most . Every dollar of Medicaid funds that state government diverts to unions is one less dollar available to help those in need . No parent should be coerced into paying a union just to care for their own disabled child .
3912,['DepartmentofHealthandHumanServices'],NEGATIVE,-0.9822598099708557,CMS-2018-0090-2589," The proposed rule is a blatant attack on working people, says David Gaines . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage . Gaines: Home care jobs that pay a decent wage and come with customary benefits like health insurance help reduce turnover ."
3913,,POSITIVE,0.9993920922279358,CMS-2018-0076-1181, The CMS should be commended for this bold new proposal . It has had the potential to revolutionize patient physician interaction. Shorter documentation and more time with patient. I as a physician fully support this proposal.    I as well as physician fully supported this proposal .
3914,['DepartmentofHealthandHumanServices'],NEGATIVE,-0.9830586910247803,CMS-2018-0090-1941," The proposed rule is a blatant attack on working people, Kathleen Marrink writes . Kathleen says it would be a travesty if these workers did not have access to health care coverage . She says home care workers across the nation would be in jeopardy of losing their health coverage ."
3915,['DepartmentofHealthandHumanServices'],NEGATIVE,-0.984104335308075,CMS-2018-0090-2005," Sue Conardsconardrn@gmail.com: Proposal # CMS-2413-P is a blatant attack on working people . If adopted, this proposed rule would dramatically rewrite the current Medicaid statute . It would disallow longstanding practices adopted by many states for the benefit of independent provider home care workers ."
3916,"['DepartmentofHealthandHumanServices', 'c']",NEGATIVE,-0.9816496968269348,CMS-2018-0090-2235," The proposed rule is a blatant attack on working people, Phyllis Mobileamicmo writes . Mobileamore, Illinois, supports home care workers and their right to a collective voice, she says . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage ."
3917,['DepartmentofHealthandHumanServices'],NEGATIVE,-0.9815984964370728,CMS-2018-0090-2227," The proposed rule is a blatant attack on working people, says Susan Bakerman . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage . Bakerman supports home care workers and their right to a collective voice, she says ."
3918,['DepartmentofHealthandHumanServices'],NEGATIVE,-0.987306535243988,CMS-2018-0090-2239," John Wiseley: Proposal # CMS-2413-P is a blatant attack on working people . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage . Doing away with unions would also do away with the middle class!"
3919,"['DepartmentofHealthandHumanServices', 'MCKA']",NEGATIVE,-0.981232762336731,CMS-2018-0090-2016," The proposed rule is a blatant attack on working people, writes Rose MCKAIN . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage . Home care jobs that pay a decent wage and come with customary benefits like health insurance help reduce turnover ."
3921,['BlueCrossBlueShieldAssociation'],NEGATIVE,-0.9436910152435303,CMS-2016-0097-0010," BlueCross BlueShield Association comments on CMS-10191, Audit Protocols for Medicare Part C and D . Attached are comments from the BlueCrossBlueShield Association on CMS 10191 . BlueCross says CMS- 10191 is an Audit Protocol for Part C, D and Part C ."
3922,"['DepartmentofHealthandHumanServices', 'senn', 'c', 'C']",NEGATIVE,-0.9820622801780701,CMS-2018-0090-1931," Suzanne Senn Burkesennbsc@att.net1600 Margaret Rachael Cir.Knoxville, Tennessee, opposes the proposed rule . Burkes: The proposed rule is a blatant attack on working people . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care ."
3923,"['DepartmentofHealthandHumanServices', 'E']",NEGATIVE,-0.9897072315216064,CMS-2018-0090-1921," The right to bargain collectively is fundamental . The proposed rule would disallow longstanding practices adopted by many states for the benefit of independent provider home care workers . It would be a travesty if these workers, who provide the most vital of personal care services, did not have access to health care coverage ."
3924,"['DepartmentofHealthandHumanServices', 'ERhenhop']",NEGATIVE,-0.9816339612007141,CMS-2018-0090-2013," The proposed rule is a blatant attack on working people, says Sen. Robert Moran . Moran: It would be a travesty if these workers did not have access to health care coverage . Home care workers across the nation would be in jeopardy of losing their health coverage, Moran writes ."
3925,,NEGATIVE,-0.9988235235214233,CMS-2018-0078-0010," Executive Order 13771 on Reducing Regulation and Controlling Regulatory Costs (January 30, 2017) was promulgated by President Tiny Hands, the big orange dumbsicle who resides in the White House where he scarfs down Big Macs while binge watching cable news and having daily meltdowns in twitter ."
3926,['and'],NEGATIVE,-0.8428095579147339,CMS-2018-0076-1015, The proposal to assign all initial and outpatient EM codes the same reimbursement is absurd . Currently a suicidal teenager (level 5) may take 30 or 40 minutes to attempt to mitigate this persons desire to kill them selves . The new proposal provides a drastic incentive to actively screen out patients who are in the most need .
3927,,NEGATIVE,-0.9922924041748047,CMS-2018-0076-0973," This is against federal law since medicare own guidelines states that physicians are MD, DO, DDS, DMD, and DPM . Requiring a different fee schedule for podiatrist vice other physicians as defined be medicare guidelines is no different than discriminating someone based on color or sex ."
3928,,NEGATIVE,-0.9890360236167908,CMS-2018-0076-0991," The new payment proposal will unjustly penalize specialties such as rheumatology where we provide cognitive services to patients with complicated medical problems . It incentivizes physicians to avoid these patients and treat simple medical problems, such as sore throats, etc. Is this fair to patients?"
3929,"['CMS', 'DPMS']",NEGATIVE,-0.9967595338821411,CMS-2018-0076-0982," Dr Kevin McCann, DPMSartell, MN, urges CMS to NOT: -Make differential payments to DPMs by requiring them to use separate E/M codes from those used by all other Medicare physicians . He urges CMS not to require podiatrists to use different codes than all other physicians and receive a lower reimbursement rate ."
3930,"['CMS', 'CMS', 'CMS', 'CMS', 'CMS']",NEGATIVE,-0.9928227066993713,CMS-2018-0106-0077, Justin Yen opposes proposed changes to the emergency preparedness regulations for nursing homes . Yen: The effort and expense of annual updating and training is far outweighed by the benefit of a nursing home prepared for an emergency . Yen says every-other-year training is not frequent enough to maintain readiness .
3931,"['C', 'C', 'C', 'F', 'RutgersUniversitySchoolofNursing', 'CMS', 'CMS', 'CMS']",NEGATIVE,-0.986752450466156,CMS-2018-0106-0078," The current regulations sensibly require annual updates to emergency plans, policies and procedures, the communications plan, and the training and testing program . The regulations require that staff receive annual training in emergency preparedness . The effort and expense of annual updating and training is far outweighed by the benefit of a nursing home prepared for an emergency ."
3932,,NEGATIVE,-0.9725371599197388,CMS-2018-0076-0979, Do not Make differential payments to DPMs by requiring them to use separate E/M codes from those used by all other Medicare physicians . DPM's are defined as physicians by medicare. Do not Consolidate payment rates for multiple E/m codes reflecting varying levels of intensity into a single payment rate .
3933,"['DME', 'CMS', 'IDTF', 'IDTF', 'CMS', 'CMS']",NEGATIVE,-0.9324486255645752,CMS-2018-0082-0046," Home sleep testing has had a huge positive impact on improving access to sleep apnea diagnosis and treatment . CMS has no-doubt experienced the dramatic savings associated with accepting HST as a reimbursable service, and qualifying for PAP therapy . The current carve out for Sleep Specialists to self-refer to their own sleep lab has exposed the financial motivation to drive in-lab sleep testing over HST ."
3934,['IS'],NEGATIVE,-0.9969308972358704,CMS-2018-0076-100, I received the letter from Seema Verma outlining the proposed changes to the fee schedule for outpatient E/M services and find it very insulting and a thinly veiled justification for cuts to primary care . Washington IS indeed to blame for the frustrations with the current system and this proposed fee schedule change only adds fuel to the fire .
3935,"['SEIU', 'Union', 'Union']",POSITIVE,0.9939377903938293,CMS-2018-0090-1805," SEIU fraudulently siphoned an extra $20 a month on top of their Union dues . SEIU has since reimbursed me . I support proposal CMS-2413-P. If I choose to be a part of a Union, I want to CHOOSE to pay for my membership ."
3936,"['DepartmentofHealthandHumanServices', 'CMS', 'HS', 'HS']",NEGATIVE,-0.9986241459846497,CMS-2018-0090-1855," Proposed rule affects paychecks for services rendered, not Medicaid payments, unfairly limiting how workers spend their own pay . Jeremy Seamon: ""Any attempt to weaken our unions is an attempt to attack the home care programs that so many seniors and people with disabilities rely on for survival and quality of life"""
3937,"['DepartmentofHealthandHumanServices', 'CMS', 'HS', 'HS', 'Sweetwaterbethie']",NEGATIVE,-0.9985594749450684,CMS-2018-0090-1845," Proposed rule affects paychecks for services rendered, not Medicaid payments, unfairly limiting how workers spend their own pay . Home care providers are overwhelmingly women and people of color . Any attempt to weaken our unions is an attempt to attack the home care programs that so many seniors and people with disabilities rely on for survival and quality-of-life ."
3938,['MS'],NEGATIVE,-0.9863566756248474,CMS-2018-0076-1081," A Beta test of real world physicians with downstream reimbursement impact must be done first for a minimum of 6 months to 1 year time frame . The reasoning for this is that if it is not cost effective for a physician practice, the management could decide to decrease access to those senior who have complex medical needs . Changes to CMS process first should do no harm to Medicare recipients ."
3939,"['CentersforMedicare&MedicaidServices', 'CMS', 'CMS', 'CMS', 'R']",POSITIVE,0.9968445301055908,CMS-2018-0076-089, The proposed change will help patients and the radiology care team because it adds a highly qualified radiologist assistant to the already strained healthcare delivery model . This also recognizes that the Radiologist Assistant is the most qualified practitioner to deliver ionizing radiation in a safe and effective manner while protecting the public from overexposure .
3940,"['Aetna', 'CMS', 'Aetna', 'Aetna', 'CentersforMedicare&MedicaidServices', 'CMS', 'Aetna']",POSITIVE,0.9939674139022827,CMS-2016-0097-002," Aetna is committed to working with the Centers for Medicare & Medicaid Services (CMS) to finalize effective, efficient and consistent Program Audit protocols . CMS provides Medicare Advantage Organizations and Medicare Prescription Drug Plan Sponsors an opportunity to provide comments on the 2017 Draft Program Audit Protocols ."
3941,"['DepartmentofHealthandHumanServices', 'C', 'HS', 'tjordan']",NEGATIVE,-0.9976500868797302,CMS-2018-0090-0481, The last thing our nations most vulnerable populations need is an attack on our ability to come together to join a union . Any attempt to weaken our unions is an attempt to attack the home care programs that so many seniors and people with disabilities rely on for survival . Home care providers are overwhelmingly women and people of color who work tirelessly to provide care .
3944,,NEGATIVE,-0.9995901584625244,CMS-2018-0076-2475, I wish whoever is coming up with this regulation had any idea of what is to be a physician  working for primary care . It is outrageous to think that a simple sick  visit which is coded 99213 can be paid the same as a complex visit 99214-99215 . Do you want primary care to be mediocre and be ran by mid level providers only?
3952,"['BiotechnologyInnovationOrganization', 'BIO', 'CMS']",POSITIVE,0.9848753213882446,CMS-2018-0078-2790," Biotechnology Innovation Organization's comments on Medicare Program . Proposed Changes to Hospital Outpatient Prospective Payment and Ambulatory Surgical Center Payment Systems and Quality Reporting Programs . Requests for Information on Promoting Interoperability and Electronic Health Care Information, Price Transparency, and Leveraging Authority for the Competitive Acquisition Program for Part B Drugs and Biologicals for a Potential CMS Innovation Center Model Proposed Rule ."
3954,"['JointCommission', 'CentersforMedic', '&MedicaidServices', 'CMS', 'DepartmentofHealthandHumanServices', 'HHS', 'MS']",POSITIVE,0.9992156624794006,CMS-2018-0078-2759," The Joint Commission appreciates the opportunity to comment on the Centers for Medicare & Medicaid Services (CMS), Department of Health and Human Services (HHS) proposed rule governing the Medicare Program . Proposed Changes to Hospital Outpatient Prospective Payment and Ambulatory Surgical Center Payment Systems and Quality Reporting Programs ."
3956,"['Board', 'AmericanSocietyofInterventionalPainPhysicians', 'ASIPP', 'PuertoRicoSocietyofInterventionalPainPhysicians', 'ASIPP', 'SocietyofInterventionalPainManagementSurgery', 'SIPMS', 'SIPMS']",POSITIVE,0.9731864333152771,CMS-2018-0078-2603," On behalf of the Board of Directors of the American Society of Interventional Pain Physicians (ASIPP), 50 state societies and the Puerto Rico Society of Pain Physicians, as well as the entire membership of ASIPP . We would like to thank you for providing an opportunity to comment on 42 CFR Parts 416 and 419 [CMS-1695-P] Medicare Program ."
3960,"['PhysiciansAdvocacyInstitute', 'PAI', 'Centersfor', 'and', 'aidServices', 'CMS']",POSITIVE,0.9989953637123108,CMS-2018-0078-2696," The Physicians Advocacy Institute has submitted comments on Medicare and Medicaid payment rules . The proposal relates to payment for hospital outpatient prospective payment (OPPS) and ambulatory surgical center payment systems . PAI: ""Our complete comments are attached.  Our complete comment is attached ."
3965,,NEGATIVE,-0.9974063038825989,CMS-2018-0090-0005," There should be restrictions to ensure that children's founds are used for kids only . There should also be restrictions on how they should be used to find children's toys, say experts . Children's Founds should be banned from being used for children's only, they say ."
3967,['IRF'],NEGATIVE,-0.7957099080085754,CMS-2018-0050-0023, Attached please find comments on the proposed changes to the IRF PPS program submitted on behalf of the Florida Hospital Association . The proposal was submitted by the hospital association of Florida hospitals and hospitals in the state of Florida . The changes would be made to IRF's PPS system .
3968,,POSITIVE,0.9394474625587463,CMS-2018-0090-1755, This is a much needed regulation in order to keep doctors in island and make justice to them . This is the first time doctors have been allowed to be allowed to operate in the U.S. state of emergency situations in Puerto Rico . The island nation has been in the throes of a crisis crisis for years and has been hit by a wave of political turmoil .
3981,"['HealthAlliancePlan', 'HAP']",POSITIVE,0.998870849609375,CMS-2017-0156-1537," CMS Proposed Rule for CY2019 related to Medicare Advantage, Medicare FFS and the Medicare Prescription Drug Program . Rory Lafferty, Director, Government Affairs at Health Alliance Plan (HAP) HAP is pleased to submit comments on the proposed rule for CY 2019 ."
3984,,NEGATIVE,-0.9496914148330688,CMS-2017-0156-1521, Paramount Health Care Comments relative to the CMS-4182-P Proposed Rule . Paramount Health care Comments are posted on the CMS 4182-Proposed Rule.    The Paramount health Care Comments relate to the proposed rule . CMS- 4182 Pending Rule is proposed by the CMS Department of Health of America .
3987,"['HHS', 'CMS', 'ServicesDepartmentofHealthandHumanServices', 'NationalHealthCareAnti-FraudAssociation', 'NHCAA', 'CMS']",NEGATIVE,-0.94216388463974,CMS-2017-0156-1516," The National Health Care Anti-Fraud Association (NHCAA) wants to hear from the CMS proposed rule ""Medicare Program; Contract Year 2019 Policy and Technical Changes to the Medicare Advantage, Medicare Cost Plan, Medicare Fee-for-Service, the Medicare Prescription Drug Benefit Programs, and the PACE Program"""
3988,"['MBA', 'thChoiceGeneration']",POSITIVE,0.9957854151725769,CMS-2017-0156-1636," Matthew Robinson, MBADirector of ComplianceHealth Choice Generations contract H5587, is at the center of this discussion . Matthew Robinson: ""Steward.org is committed to providing quality service to the community"" Please see attachment. Please contact Matthew Robinson at (480) 212-7860 or (206) 795-2093 ."
3989,"['DialysisClinicInc', 'DCI', 'C']",NEGATIVE,-0.9501029849052429,CMS-2017-0156-1622," Comment (attached) on behalf of Dialysis Clinic Inc. (DCI) on the following . Re: CMS-4182-P: Medicare Program; Contract Year 2019 Policy and Technical Changes to the Medicare Advantage, Medicare Cost Plan, Medicare Fee-for-Service, the Medicare Prescription Drug Benefit Programs, and the PACE Program ."
3990,"['HealthCareChaplaincyNetwork', 'HCCN', 'SpiritualCareAssociation', 'SCA']",POSITIVE,0.9985831379890442,CMS-2018-0076-0642," The HealthCare Chaplaincy Network (HCCN) and its affiliate, the Spiritual Care Association (SCA) appreciate the opportunity to submit these comments regarding the Proposed Rule . The HCCN and SCA are proud to present these comments to the public ."
3991,['SocietyofThoracicSurgeons'],POSITIVE,0.9115723371505737,CMS-2016-0008-005, The Society of Thoracic Surgeons comments on the Proposed Rule: Medicare Program: Expanding Uses of Medicare Data by Qualified Entities CMS-5061-P.  The rule would expand the use of Medicare data by qualified entities . The rule is proposed by the Department of Health of America .
3994,"['HealthSouth', 'CMS']",NEGATIVE,-0.9372082948684692,CMS-2015-0120-0180," CMS Proposed Rule: Medicare and Medicaid Programs: Revisions to Requirements for Discharge Planning for Hospitals, Critical Access Hospitals and Home Health Agencies (CMS-3317-P) Attached please find HealthSouth's comment on CMS' Proposed rule ."
3997,,NEGATIVE,-0.9969935417175293,CMS-2018-0078-2869," See attached file(s--please use this one over the document that was submitted previously (Comment Tracking Number: 1k2-95lx-vmg0) Use this one to view the comments in the comments section of this article . In the comment section, please share your own image and comment to see if you like it ."
4001,,POSITIVE,0.7881686687469482,CMS-2018-0078-2836, See attached file(s) to see the comments my husband Lee Pysden and I have to make on the proposed cuts to our health care .  Please see the attached files to see . see the . comments .    of the comments made by the . members of the public .
4011,['JusticeinA'],POSITIVE,0.5620700716972351,CMS-2016-0053-0457, Please see attached comments from Justice in Aging regarding the Medicare Program; Hospital Notification Procedures Applicable to Beneficiaries Receiving Observation Services . Hospital notification procedures apply only to those receiving observation services . The Medicare Program is required to provide observation services to those who receive such services .
4013,['NewTechnology'],NEGATIVE,-0.981134295463562,CMS-2016-0053-0572, Please see the attached comments on the New Technology Add On Payment application for Defitelio (defibrotide sodium).    The application is an add-on payment application for defibrotid sodium .  The payment system is a form of form of payment that can only be purchased with a bank account .
4017,['AlaskaNativeHealthBoard'],NEGATIVE,-0.955949604511261,CMS-2013-0204-0042," Alaska Native Health Board to comment on CMS-2380-P, Basic Health Program (Proposed Rule) Please see attached PDF file for comment . Alaska Native health board to comment about the proposed rule . Alaskan health board is seeking comment from the public on proposed rule change ."
4018,,NEGATIVE,-0.9984913468360901,CMS-2018-0076-2476," As a primary care physician practicing in the rural south, this change would jeopordize patient care . Most of my medicare patient population does not even own a smart phone, have internet in their homes, or own a computer . The proposed changes to reimbursement will also hurt those of us practicing in rural areas ."
4019,"['ConnecticutLegalServices,Inc', 'CLS', 'CLS']",POSITIVE,0.9986469149589539,CMS-2013-0204-0029," Connecticut Legal Services, Inc. (CLS) is the largest provider of high quality civil legal services to poor people in Connecticut . CLS has worked hard to provide healthcare access to the residents of Connecticut, believing that adequate and appropriate healthcare is inherent in attaining the highest quality of life ."
4022,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS']",POSITIVE,0.9872783422470093,CMS-2018-0076-2653, Cindy Petrin: Podiatrists should be reimbursed for all of these services in the same manner and amount as all other Medicare physicians . She asks that CMS not finalize its proposal to require podiatrists to use a separate and lower-valued set of evaluation and management (E/M) codes .
4023,,NEGATIVE,-0.9981038570404053,CMS-2018-0076-2660," The initiative to reduce the paperwork and focus more on the patient is great . Doctors are tired of paper pushing and feel that they are no longer practicing medicine . Add EHR to the mix, doctors more or less computer savvy, pressure on documentation standards and watch losing what healthcare should be about: ""CARE"""
4024,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS']",POSITIVE,0.9869248270988464,CMS-2018-0076-2721, Gladdys Pasco: Podiatrists should be reimbursed for all of these services in the same manner and amount as all other Medicare physicians . Pasco asks that CMS not finalize its proposal related to the reduction in reimbursement for any services paired with the -25 modifier .
4025,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS']",POSITIVE,0.9887481331825256,CMS-2018-0076-2822," William Jones: Podiatrists should be reimbursed for all of these services in the same manner and amount as all other Medicare physicians . Jones: CMS proposal to reduce payments for services provided on the same day raises potential for insufficient reimbursement that could make it difficult for my podiatric physician to deliver the high-quality, efficient care on which I have come to rely ."
4026,,NEGATIVE,-0.9294140934944153,CMS-2018-0076-2856, Cost: Add 8 new episode measures to the MIPS measures . Average cost over the year instead of using one episode of care which could be an outlier and not reflect accurately the cost burden of one provider . Cost:Add 8 new episodes of care to the new measures .
4028,,NEGATIVE,-0.994097888469696,CMS-2018-0076-3358," Neurologists must jump through hoops to maintain licenses, board certifications, and hospital priviledges . Burn-out levels are already high and we are at risk loosing many talented physicians to early retirement and career change . The results of cutting reimbursement will be shorter, less comprehensive visits, more ER vists, more hospitalizations and in the long-run greater costs for the Medicare system ."
4029,,NEGATIVE,-0.9995497465133667,CMS-2018-0076-3171," The proposal to collapse all patient visit codes into 1 code for new patients and 1 for f/u patients is a terrible one! Some patients have greater needs, requiring more time and effort, and providers should be paid more for those visits . Your proposal will create a burden on physicians who see patients with more complex and multiple illnesses, making it harder for these patients to find a physician ."
4030,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS']",POSITIVE,0.990498423576355,CMS-2018-0076-3197, The specialized care that patients receive from podiatrists to treat conditions is as valuable to the continued health and well-being as any other services received from other physicians . Deborah Cinelli: Podiatrists should be reimbursed for all of these services in the same manner and amount as all other Medicare physicians .
4031,['HHS'],NEGATIVE,-0.9968549609184265,CMS-2016-0122-0002, Comments to proposed Rule HHS-2015-49 date: 07/26/2016 . This rule appears to be a reasonable step in resolving this urgent and terrible crisis caused by the Medicare Authorized Contractors (MACs) and Medicare Managed Care plans . MACs and Medicare Manged Care plans are incentivized to deny claims for the slightest of reasons .
4032,,NEGATIVE,-0.8298829793930054,CMS-2018-0077-0285, It is important to make sure that home health services are covered services under Medicaid/medicare and private insurance . Increasing the amount of reimbursement will help decrease cost for the patient . It will also help health care agencies become better able to provide higher quality of patient care . Rapid payment for services can help improve cashflow for small home health agencies .
4033,,NEGATIVE,-0.9357857704162598,CMS-2016-0115-0099," Medicare program has proposed to improve the payment rates for these transplants when performed in the hospital outpatient setting . It is critically important that the rates cover the cost of acquiring the cells for transplant, as well as providing the transplant-related services . The current rates are simply too low ."
4034,,NEGATIVE,-0.9357857704162598,CMS-2016-0115-0098," Medicare program has proposed to improve the payment rates for these transplants when performed in the hospital outpatient setting . It is critically important that the rates cover the cost of acquiring the cells for transplant, as well as providing the transplant-related services . The current rates are simply too low ."
4035,,POSITIVE,0.9377559423446655,CMS-2016-0095-0032," ""Independent"" is not a measure of healthcare professional's educational preparation, competency or ability to provide quality medical care . PAs are trained on a medical model that is similar in content, if not duration, to that of physicians . The new term will make it clear that PAs can order restraint and seclusion for Medicare beneficiaries ."
4036,,NEGATIVE,-0.9357857704162598,CMS-2016-0115-0043," Medicare program has proposed to improve the payment rates for these transplants when performed in the hospital outpatient setting . It is critically important that the rates cover the cost of acquiring the cells for transplant, as well as providing the transplant-related services . The current rates are simply too low ."
4037,,POSITIVE,0.9978949427604675,CMS-2018-0076-3175," I previously commented on this proposal, recommending against changes to RVU and fees system . I have re-reviewed the proposal and now strongly support this proposal . While it does have the drawback to increase the administrative complexity of coding and billing, it has the advantage of recognizing and compensating the greater variety of clinical activities required to provide patient care ."
4039,,NEGATIVE,-0.9981573224067688,CMS-2018-0076-3198," The proposed simplification in the E and M codes structure is a step in the right direction . However, I am concerned that in my field of neurology the complexity of the illnesses encountered and the time necessary to counsel those patients and families will not be appropriately captured under the proposed changes ."
4040,,NEGATIVE,-0.9992836117744446,CMS-2016-0123-0017, It is unconstitutional and a violation of human rights to force mandates that go against people's core religious beliefs to protect and promote human life . This is wrong and should not be allowed. It is wrong to force people to go against their core beliefs . This should be illegal and unconstitutional .
4041,,NEGATIVE,-0.9994216561317444,CMS-2018-0076-3179," This program on the face will certainly simplify patient billing coding . Primarily, it will harm patients by promoting volume of patients over quality of care . Simple patients will be prioritized, further harming more complex patients . This could be applied in the clinic as well to update the ""face-to-face"" billing requirements ."
